content,sentiment
"Exactly how d Fed Govt mismanage the protest of Boko haram @femigbaja,this irresponsible Govt has started taking same step with the  @endsars, how many protesters can you arrest @PoliceNG @NGRPresident you are pushing d protesters @jidesanwoolu @obyezeks I hope U are ready",positive
@SaharaReporters @simplyEromz @PoliceNG What point is the Govt. simply trying to proof to the world with continued arrest of @Endsars protesters when the public fund looters are wallowing in self-delight?,negative
@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Yes SARS is not the only problem of the south but you will never see us descend to the level of chasing over irrelevant issues like this when there are more pressing issues,negative
@OlakunleFakolu1 @yarima524 @MobilePunch @EndSars Somebody said that you and ur brother protested and you are here telling him that you (not we) are one. Good pikin🤗,positive
"Baba @MBuhari abeg leave @JoeBiden alone, nor go corrupt am. Go face problem wey full your country @NigeriaGov  and @endsars. 
We need change.
#ENDBADGOVERNANCE 
#EndSWAT #EndsSARS #EndBadGoveranceInNigeria https://t.co/IytTeZEbms",negative
May God bless the world... @AYCOMEDIAN @PeterPsquare  @EndSars #EndSars  @realDonaldTrump https://t.co/QJX69dUprc,neutral
@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Sharia judge,neutral
"Others thing we need to end asap. Corruption, nepotism and religion fanatism @endsars",neutral
"I kept wondering hearing news that the FG has been witch-hunting those that gave moral, financial, medical support to the @Endsars protest. Seizure of passport, blocking of accounts etc, you should know what to do. Get #babaFalana and other legal luminaries to fight your case now",positive
"@ENDSARS PROSECUTION#Nigerian government is looking for trouble from the youths by freezing the accounts of participants,gauging the mouth of the youths,restricting their movements,is this democracy or militocracy?
   Always the military style of the late Buhari.",negative
@olugbengaAlex @Mochievous @EndSars 🤣🤣🤣🤣,neutral
@Mochievous Will she help us to @ENDSARS,neutral
"@yarima524 @MobilePunch @EndSars A prosperous and secure country will be beneficial to all of us and our children.
We have to trust and respect ourselves as Nigerians.",positive
"@yarima524 @MobilePunch @EndSars We are one and should always see ourselves as one.
We are all suffering from poverty, injustice ,gross inequality and insecurity.
We all need to sit down together to build a stronger, better and prosperous country.",positive
"@MobilePunch Have always perceived Emefiele to be inept, incompetent,errand boy for @MBuhari, a CBN governor who agree's with all the unfair policies by the government, knowing fully well it's negative impact on the masses, &amp; now goes ahead to freeze accounts of innocent @endsars  protesters",negative
@OjoAkintundeVi1 @MobilePunch Second wave @endsars will be bloody o. Military and police seeking revenge for killed colleagues.,negative
"@AmechiObuseh @ShehuSani @EndSars exactly and their functionaries will lie through their teeth - as the governor is doing - to present a distorted ""call the dog a bad name to hang it"" narrative of reality. the answer? we don't stop talking AND FIGHTING #EndSARS #EndInjustice #RevolutionNow @RevolutionNowNg",negative
@BabaAye @ShehuSani @EndSars The govt officials is just confuse. All their interest now is to crush Endsars protesters. And regulate social media. How to stop the banditry and d Boko Haram is not their priority.,positive
"@ShehuSani BH expanded its resources and influence because politicians funded it to facilitate their victory at the 2003 polls, just as they funded hoodlums to attack @EndSARS protesters. our corrupt rulers &amp; the repressive machinery defending their rule, &amp; not protesters, are our problem",negative
"@yarima524 @OlakunleFakolu1 @MobilePunch @EndSars Thank God you know it is not your problem cause you created it in the first place, you speech expresses no unity.  Such narrow mindedness",positive
Nigeria government is buying time @Endsars protest. Stoping the protest at the moment will ONLY give Nigeria government time to fish our supporters and sponsors of the protest for intimidation and annihilation. #EndNigeriaNow,neutral
@TheNationNews Don't stop promoting @endsars protest,neutral
@bobbyibojr @adeyanjudeji @UNHumanRights @HRC Injustices against peaceful protesters in Lagos Nigeria. @EndSARS End police brutality in Nigeria. Please help.,positive
"How suddenly @EndSARS protest by aggrieved Nigerian youths in @Obigbo turned to become @IPOB riot by @GovWIKE, changing the narrative to squarely deal with his targeted enemy group and people of @IgboRace.
In due time God will judge @Wike.",negative
"@NigeriaNewsdesk Don’t label or victimize peaceful protesters as rabble rousers. The @PoliceNG know exactly who the troublemakers, political thugs and looters are. @EndSARS are also fighting for better welfare for police and they are winning that battle. Support them!",positive
@FGN is so sickly predictable. @CBN gets order from @NGJudiciary to freeze @endsars promoters account while judicial panel of inquiry is ongoing..@NIGERIANPOLICE secures remand order to keep Abuja endsars protesters...Antics of an Unrepentant dictator..TOGETHER WE MOVE. #EndSARS,negative
As a result of the order given to CBN to freeze the accounts of @endsars protesters I suggest that all youths involved in the panel of inquiry set up by the govt should withdraw from the panels #EndSARS,neutral
@AishaYesufu They shouldn't kill oluwatosin the way they kill the young journalist@Pelumi during @Endsars protest,positive
"@kndoluwafemi @EndSars Let's start by probing how, many of them ended up as celebrities. Were they the brightest in school? Are they really intelligent? Talented? Offcourse most of them are &amp; that's where it STOPS.Depth of reason about serious matters isn't an affair  where they can boast of Excellence",positive
"Destruction of Lagos had ridiculed and rubbished all achievement of @endsars protest across the Nation, so also Revealed that most Nigerian celebrity are overrated and lack understanding about governance.",neutral
@ProfCS5 @ugluxuryhairs @Mochievous @EndSars The youth ain’t ready yet,positive
@HenryRuckus @teejayreflex_ We can’t keep calm people lost their lives                  @endsars                 @endpilicebrutality https://t.co/b0Q6sVGs8F,positive
#EndSARS @ProfZulum let the killers of the @endsars protesters own up and proceed to @IntlCrimCourt for justice. https://t.co/TQaBE7rnz5,neutral
A weak and wicked heartless government of Nigeria freezing the @endsars protests youth  account.For  all  your children will face  doom,negative
@cuppymusic @TemiOtedola #EndBadGoveranceInNigeria @endsars #EndBadGovernmentinNIGERIA,neutral
@FamitoBaba @ugluxuryhairs @Mochievous People are even scared of using the @endsars hashtag now- is it protest they will come out for again?,neutral
@YeleSowore @PoliceNG @nassnigeria @endsars There can be no true peace until you have freedom and human rights are respected in Nigeria,positive
@jibrila_a @EndSars You are very sick for saying such thing with your low mentality .....Boko Haram sense ...plus herdsmen blood is your problem with religion,negative
"The present day government is the b
BH we are talking about.....Animal in human skin.
@Endsars
@Endpresentgovernment https://t.co/ZVVIf1VJxT",neutral
Witch Hunt of @EndSARS protesters is corruption fighting back.,neutral
@BruceEsther2 @osazeet @YeleSowore @AishaYesufu @EndSars Would have be great but NIGERIA's financial sector is not yet Developed to that level yet.,positive
@SAMKLEF These people are trying to brng more hoodlums into this @endsars protest turning them into terrorist group but theirs will fail ✊,negative
@osazeet @YeleSowore @AishaYesufu @EndSars bitcoin,neutral
"@YeleSowore Go transfer your cash from your personal account to a trustworthy relative like your grandmother or your mother's account.
This advice goes to die hard Nigeria Activist like  @AishaYesufu, @YeleSowore, @Endsars  et al",negative
@vanguardngrnews I hope is the report on how @Endsars protesters were killed or you snap properties and left corpses?,negative
"I do not see any difference between bandits and the Nigeria police.. why attacking peaceful protesters?
They demands for a good governance and your welfare. Our generation must correct the errors
@ENDSARS @EU_Commission 
@_AfricanUnion 
@Refugees 
@UN",positive
@YNaija Hope he knows @NGRPresident it. We are not just ending @endsars but also cost of governance. Its as become too expensive. Lawmakers shld tinker on these facts and get cracking urgently. We all need to save d future of Nigeria and pls put aside ethnic sentiments,negative
"Watch out for ANTI PROTEST SQUARED by @PoliceNG ..support by @lagosstategov  against protester...WATCH OUT....
@ENDSARS 
@ENDPOLICEBUTALITY
@ENDBADGOVERNMENT",neutral
"@NigeriaGov @jidesanwoolu The Task force arm of Lagos security is as as brutal as @EndSars

Where is the sanctity of the Human lives. Have we lost it totally?
@2349jaTweets @aproko_doctor @UNESCO @ICC @hrw @UN 

Will it continue like this? https://t.co/InMlcW52dg",negative
"@SavvyRinu When I penned this about 8 years ago, @Endsars campaign hadn't been kicked off, yet, police brutality was on a high. How the authorities played the ostrich while matters degenerate is baffling.  https://t.co/lmEJVX0o3c",positive
"@Postsubman @EndSars *have* despite all I don't know why I still respect that one person 

As for the rest of them, they are a bunch of combined idiots",negative
"@Postsubman @EndSars It was looking like that for just 2 days then they started their anthem and demonization , when lekki happened 

Just look at the joy on their faces , for them its party before humanity .

I actually enormous respect for one of them , but the man dey behave like market woman now",positive
"@Postsubman This guy belong to the APC BMC group very vocal on twitter , I know most of their gang and the funny part is they are all the same .

You need to see the hypocrisy spewed by them during the @endsars protest, for once i thought they would act like humans for once",positive
"@DSGovernment @OfficialPDPNig U need a social media manager to manage ur business/brand, we're here 2 serve u with d best copywriters around. Contact us now from both far&amp;near.
Follow us @GoSocVenture

#DigitalMarketing #USElections #TrumpvsBiden @ENDSARS @MBuhari @TheNationNews #contentmarketing #socialmedia",positive
"@GovWike U need a social media manager to manage ur business/brand, we're here 2 serve u with d best copywriters around. Contact us now from both far&amp;near.
Follow us @GoSocVenture
#DigitalMarketing #USElections #TrumpvsBiden @ENDSARS @GovWike  @TheNationNews #contentmarketing #socialmedia",positive
